Instance,S1_LOCAL_VAR_NOT_ASSIGNED,S1_LOCAL_VAR_NOT_USED,S2_SIMILAR_OBJECT_TYPE_WITH_NORMAL_GUARD,S2_SIMILAR_OBJECT_TYPE_WITH_NULL_GUARD,S4_Field_NOT_USED,S4_Field_NOT_ASSIGNED,S5_SIMILAR_PRIMITIVE_TYPE_WITH_NORMAL_GUARD,S5_SIMILAR_PRIMITIVE_TYPE_WITH_NULL_GUARD,S6_METHOD_THROWS_EXCEPTION,S7_OBJECT_USED_IN_ASSIGNMENT,S8_PRIMITIVE_USED_IN_ASSIGNMENT,S9_METHOD_CALL_WITH_NORMAL_GUARD,S10_METHOD_CALL_WITH_NULL_GUARD,S11_FAULTY_CLASS_EXCEPTION_TYPE,S12_METHOD_CALL_WITH_TRY_CATCH,S15_HAS_OBJECTIVE_METHOD_CALL,LE1_EXISTS_RELATED_BOOLEAN_EXPRESSION,LE2_IS_BOOLEAN_METHOD_PARAM_TYPE_VAR,LE3_IS_COMPATIBLE_VAR_NOT_INCLUDED,LE4_EXISTS_LOCAL_UNUSED_VARIABLES,LE5_COMPLEX_REFERENCE,LE6_HAS_NEGATION,LE7_SIMPLE_VAR_OR_METHOD_IN_LOGIC,LE8_SCOPE_VAR_USED_OTHER_BOOLEXPER,LE9_NORMAL_CHECK,LE9_NULL_CHECK,LE9_MIX_CHECK,LE10_ATOMIC_EXPRESSION_SAME_INVOCATION_TARGET,LE10_ATOMIC_EXPRESSION_COMPARISION_SAME_LEFT,LE10_ATOMIC_EXPRESSION_COMPARISION_SAME_RIGHT,LE10_ATOMIC_EXPRESSION_MULTIPLE_VAR_AS_BOOLEAN,LE10_ATOMIC_EXPRESSION_USED_IN_INVOCATION_COMPARISION_VARIABLE,V1_IS_TYPE_COMPATIBLE_METHOD_CALL_PARAM_RETURN,V2_HAS_VAR_SIM_NAME_COMP_TYPE,V2_HAS_VAR_SIM_NAME,V3_HAS_CONSTANT,V4B_USED_MULTIPLE_AS_PARAMETER,V4_FIRST_TIME_USED_AS_PARAMETER,V5_HAS_VAR_IN_TRANSFORMATION,V6_IS_METHOD_RETURN_TYPE_VAR,V16_IS_METHOD_PARAMETER_TYPE_VAR,V8_VAR_PRIMITIVE,V8_VAR_OBJECT,V9_VAR_TYPE_Similar_Literal,V10_VAR_TYPE_Similar_VAR,V11_VAR_COMPATIBLE_TYPE_IN_CONDITION,V12_VAR_Invocation_VAR_REPLACE_BY_VAR,V13_VAR_Invocation_VAR_REPLACE_BY_INVOCATION,V14_VAR_INSTANCE_OF_CLASS,V15_VAR_LAST_THREE_SAME_TYPE_LOC,V17_VAR_IS_ENUMERATION,V18_Has_Method_Similar_In_Name,V19_With_Special_Name,V1_LOCAL_VAR_NOT_USED,V1_LOCAL_VAR_NOT_ASSIGNED,V2_SIMILAR_OBJECT_TYPE_WITH_NORMAL_GUARD,V5_SIMILAR_PRIMITIVE_TYPE_WITH_NORMAL_GUARD,V2_SIMILAR_OBJECT_TYPE_WITH_NULL_GUARD,V5_SIMILAR_PRIMITIVE_TYPE_WITH_NULL_GUARD,V4_Field_NOT_USED,V4_Field_NOT_ASSIGNED,V7_OBJECT_USED_IN_ASSIGNMENT,V8_PRIMITIVE_USED_IN_ASSIGNMENT,M1_OVERLOADED_METHOD,M2_SIMILAR_METHOD_WITH_SAME_RETURN,M3_ANOTHER_METHOD_WITH_PARAMETER_RETURN_COMP,M4_PARAMETER_RETURN_COMPABILITY,M5_MI_WITH_COMPATIBLE_VAR_TYPE,M6_INV_Invocation_INV_REPLACE_BY_VAR,M7_INV_Invocation_INV_REPLACE_BY_INV,M8_RETURN_PRIMITIVE,M9_RETURN_OBJECTIVE,M10_WRAPTTED_IN_OTHER_CALLS,M11_Satrt_With_Get,M12_Has_Var_Similar_In_Name,M13_Argument_Has_Primitive,M1_LOCAL_VAR_NOT_USED,M1_LOCAL_VAR_NOT_ASSIGNED,M2_SIMILAR_OBJECT_TYPE_WITH_NORMAL_GUARD,M5_SIMILAR_PRIMITIVE_TYPE_WITH_NORMAL_GUARD,M2_SIMILAR_OBJECT_TYPE_WITH_NULL_GUARD,M4_Field_NOT_USED,M4_Field_NOT_ASSIGNED,M7_OBJECT_USED_IN_ASSIGNMENT,M8_PRIMITIVE_USED_IN_ASSIGNMENT,M9_METHOD_CALL_WITH_NORMAL_GUARD,M10_METHOD_CALL_WITH_NULL_GUARD,M12_METHOD_CALL_WITH_TRY_CATCH,C1_SAME_TYPE_CONSTANT,C2_SAME_TYPE_CONSTANT_VAR,C2_SAME_TYPE_VAR,C3_TYPEACCESS_ACTUAL_VAR,CON1_OVERLOADED_CONSTRUCTOR,CON2_SIMILAR_CONSTRUCTOR,CON3_WRAPTTED_IN_OTHER_CALLS,CON4_Return_Primitive,CON5_Of_Class,CON6_Argument_Has_Primitive,CON9_METHOD_CALL_WITH_NORMAL_GUARD,CON10_METHOD_CALL_WITH_NULL_GUARD,CON12_METHOD_CALL_WITH_TRY_CATCH,O1_IS_LOGICAL,O1_IS_BIT,O1_IS_COMPARE,O1_IS_SHIFT,O1_IS_MATH,O1_IS_OTHERS,O2_LOGICAL_CONTAIN_NOT,O3_CONTAIN_NULL,O3_CONTAIN_01,O4_COMPARE_IN_CONDITION,O5_IS_MATH_ROOT,Label
Defects4J,7,12,61,48,3,11,8,1,19,11,5,14,5,0,5,36,24,22,6,10,26,1,3,25,3,0,1,0,0,1,1,0,46,3,15,7,0,32,23,91,92,48,52,28,48,11,6,3,5,18,0,26,9,12,7,61,8,48,1,3,11,11,5,20,27,25,2,38,5,8,62,17,21,18,4,37,2,3,20,1,13,2,7,2,0,14,5,5,25,6,12,1,0,1,0,3,1,2,0,0,0,100,47,102,47,82,50,86,97,76,21,82,Nopol
Defects4J,4,14,50,7,10,26,3,0,26,15,3,6,2,0,2,32,28,19,6,30,29,4,6,35,7,0,2,1,1,2,2,1,43,8,23,10,0,31,18,86,84,55,49,45,50,12,6,0,3,15,0,29,5,14,4,50,3,7,0,10,26,15,3,8,16,27,1,43,1,2,46,18,14,10,8,35,8,1,28,0,6,5,13,10,0,6,2,2,33,0,26,3,0,1,2,4,1,5,0,0,0,93,6,94,6,92,24,90,60,76,22,92,Nopol
Defects4J,5,16,44,10,9,26,2,0,26,15,2,4,1,0,2,36,28,20,3,26,29,4,4,33,5,0,2,1,0,1,2,2,40,7,23,10,1,33,17,86,80,43,60,35,49,12,7,0,2,18,0,32,5,16,5,44,2,10,0,9,26,15,2,5,13,22,1,42,0,1,45,26,13,16,6,33,11,3,28,0,8,5,14,11,0,4,1,2,28,0,22,3,0,1,2,3,1,4,0,0,0,91,3,92,3,90,24,89,58,74,22,90,Unrepaired
Defects4J,4,13,52,16,6,23,4,0,17,16,3,8,3,0,2,27,30,19,5,26,31,3,6,37,6,0,2,1,1,2,1,1,49,7,20,10,0,28,25,86,84,50,55,43,53,14,6,1,3,16,0,38,5,13,4,52,4,16,0,6,23,16,3,7,13,25,0,40,1,3,44,22,15,14,9,31,7,1,30,0,12,2,10,10,0,8,3,2,29,0,20,3,0,1,1,2,1,3,0,0,0,93,8,94,6,92,27,88,79,79,21,92,Nopol
Defects4J,7,15,43,10,9,28,2,0,26,14,2,5,2,0,3,38,22,17,4,21,23,3,5,28,5,0,2,1,0,1,2,1,39,8,19,12,0,32,15,85,83,44,59,34,44,13,6,1,3,15,0,31,6,15,7,43,2,10,0,9,28,14,2,9,19,27,2,43,1,4,50,22,17,14,6,36,8,4,28,0,8,5,15,8,0,5,2,3,30,1,22,3,0,1,2,5,1,5,0,0,0,91,6,92,6,90,24,78,58,74,17,90,Nopol
Defects4J,3,8,54,26,3,26,3,0,0,9,2,0,1,0,2,20,26,24,1,21,30,0,2,27,1,0,1,0,2,1,0,0,25,5,15,2,0,25,2,81,81,30,57,22,29,1,4,5,3,2,1,43,0,8,3,54,3,26,0,3,26,9,2,16,14,7,5,20,2,1,42,12,17,12,5,16,2,1,12,0,5,1,11,2,0,0,1,2,17,6,14,0,1,1,4,0,3,6,0,0,0,76,26,89,8,89,31,60,80,84,14,89,Unrepaired
Defects4J,7,18,45,9,11,28,2,0,26,16,2,4,1,0,2,35,28,23,3,25,29,4,4,34,5,0,2,1,0,1,2,2,38,7,19,8,4,31,14,89,87,38,66,31,49,16,6,0,2,17,0,38,5,18,7,45,2,9,0,11,28,16,2,5,13,22,1,43,0,1,49,25,12,14,5,32,11,5,26,0,7,7,17,10,0,4,1,2,28,0,21,3,0,1,2,3,1,4,0,0,0,95,3,96,3,90,33,93,62,74,22,90,GenProg
Defects4J,7,18,45,9,11,28,2,0,26,16,2,4,1,0,2,35,28,23,3,25,29,4,4,34,5,0,2,1,0,1,2,2,38,7,19,8,4,31,14,89,87,38,66,31,49,16,6,0,2,17,0,38,5,18,7,45,2,9,0,11,28,16,2,5,13,22,1,43,0,1,49,25,12,14,5,32,11,5,26,0,7,7,17,10,0,4,1,2,28,0,21,3,0,1,2,3,1,4,0,0,0,95,3,96,3,90,33,93,62,74,22,90,Kali
Defects4J,7,18,45,9,11,28,2,0,26,16,2,4,1,0,2,35,28,23,3,25,29,4,4,34,5,0,2,1,0,1,2,2,38,7,19,8,4,31,14,89,87,38,66,31,49,16,6,0,2,17,0,38,5,18,7,45,2,9,0,11,28,16,2,5,13,22,1,43,0,1,49,25,12,14,5,32,11,5,26,0,7,7,17,10,0,4,1,2,28,0,21,3,0,1,2,3,1,4,0,0,0,95,3,96,3,90,33,93,62,74,22,90,RSRepair
Defects4J,7,18,45,9,11,28,2,0,26,16,2,4,1,0,2,35,28,23,3,25,29,4,4,34,5,0,2,1,0,1,2,2,38,7,19,8,4,31,14,89,87,38,66,31,49,16,6,0,2,17,0,38,5,18,7,45,2,9,0,11,28,16,2,5,13,22,1,43,0,1,49,25,12,14,5,32,11,5,26,0,7,7,17,10,0,4,1,2,28,0,21,3,0,1,2,3,1,4,0,0,0,95,3,96,3,90,33,93,62,74,22,90,Arja
Defects4J,6,15,52,10,10,23,3,0,26,16,3,6,1,0,2,31,28,19,6,29,29,4,7,35,7,0,2,1,1,2,2,1,48,8,24,10,0,32,18,87,86,54,50,44,55,14,6,0,3,17,0,30,5,15,6,52,3,10,0,10,23,16,3,8,16,27,1,46,1,2,49,19,13,10,8,37,9,2,30,0,8,5,13,11,0,6,1,2,34,0,27,3,0,1,2,4,1,5,0,0,0,94,6,95,6,93,22,91,61,77,22,93,Nopol
Defects4J,5,10,58,32,6,18,8,1,19,11,3,13,5,0,3,36,21,15,4,15,23,1,4,25,3,0,2,1,0,1,1,0,43,8,28,10,0,28,21,86,84,53,48,41,46,14,9,3,6,13,0,29,9,10,5,58,8,32,1,6,18,11,3,14,22,26,0,36,3,4,44,22,17,15,7,34,5,1,28,1,17,2,8,6,0,13,5,3,28,3,13,3,0,1,2,2,1,2,0,0,0,92,32,95,32,91,47,88,89,87,16,91,Kali
Defects4J,5,10,58,32,6,18,8,1,19,11,3,13,5,0,3,36,21,15,4,15,23,1,4,25,3,0,2,1,0,1,1,0,43,8,28,10,0,28,21,86,84,53,48,41,46,14,9,3,6,13,0,29,9,10,5,58,8,32,1,6,18,11,3,14,22,26,0,36,3,4,44,22,17,15,7,34,5,1,28,1,17,2,8,6,0,13,5,3,28,3,13,3,0,1,2,2,1,2,0,0,0,92,32,95,32,91,47,88,89,87,16,91,DynaMoth
Defects4J,5,10,58,32,6,18,8,1,19,11,3,13,5,0,3,36,21,15,4,15,23,1,4,25,3,0,2,1,0,1,1,0,43,8,28,10,0,28,21,86,84,53,48,41,46,14,9,3,6,13,0,29,9,10,5,58,8,32,1,6,18,11,3,14,22,26,0,36,3,4,44,22,17,15,7,34,5,1,28,1,17,2,8,6,0,13,5,3,28,3,13,3,0,1,2,2,1,2,0,0,0,92,32,95,32,91,47,88,89,87,16,91,Nopol
Defects4J,6,15,59,39,5,17,8,1,20,15,5,12,5,0,4,34,20,17,6,15,22,2,4,24,3,0,2,1,0,1,1,1,48,8,21,10,0,30,18,88,87,47,53,35,52,15,8,2,6,16,0,35,11,15,6,59,8,39,1,5,17,15,5,15,24,26,0,39,3,4,53,18,15,12,6,37,7,2,29,1,17,2,7,8,0,12,5,4,28,5,16,3,0,1,1,2,1,2,0,0,0,92,45,95,45,90,61,86,82,80,16,90,Kali
Defects4J,6,15,59,39,5,17,8,1,20,15,5,12,5,0,4,34,20,17,6,15,22,2,4,24,3,0,2,1,0,1,1,1,48,8,21,10,0,30,18,88,87,47,53,35,52,15,8,2,6,16,0,35,11,15,6,59,8,39,1,5,17,15,5,15,24,26,0,39,3,4,53,18,15,12,6,37,7,2,29,1,17,2,7,8,0,12,5,4,28,5,16,3,0,1,1,2,1,2,0,0,0,92,45,95,45,90,61,86,82,80,16,90,RSRepair
Defects4J,6,15,59,39,5,17,8,1,20,15,5,12,5,0,4,34,20,17,6,15,22,2,4,24,3,0,2,1,0,1,1,1,48,8,21,10,0,30,18,88,87,47,53,35,52,15,8,2,6,16,0,35,11,15,6,59,8,39,1,5,17,15,5,15,24,26,0,39,3,4,53,18,15,12,6,37,7,2,29,1,17,2,7,8,0,12,5,4,28,5,16,3,0,1,1,2,1,2,0,0,0,92,45,95,45,90,61,86,82,80,16,90,DynaMoth
Defects4J,6,15,59,39,5,17,8,1,20,15,5,12,5,0,4,34,20,17,6,15,22,2,4,24,3,0,2,1,0,1,1,1,48,8,21,10,0,30,18,88,87,47,53,35,52,15,8,2,6,16,0,35,11,15,6,59,8,39,1,5,17,15,5,15,24,26,0,39,3,4,53,18,15,12,6,37,7,2,29,1,17,2,7,8,0,12,5,4,28,5,16,3,0,1,1,2,1,2,0,0,0,92,45,95,45,90,61,86,82,80,16,90,Arja
Defects4J,6,15,59,39,5,17,8,1,20,15,5,12,5,0,4,34,20,17,6,15,22,2,4,24,3,0,2,1,0,1,1,1,48,8,21,10,0,30,18,88,87,47,53,35,52,15,8,2,6,16,0,35,11,15,6,59,8,39,1,5,17,15,5,15,24,26,0,39,3,4,53,18,15,12,6,37,7,2,29,1,17,2,7,8,0,12,5,4,28,5,16,3,0,1,1,2,1,2,0,0,0,92,45,95,45,90,61,86,82,80,16,90,Nopol
Defects4J,7,13,56,35,6,14,10,1,21,12,5,14,6,0,6,38,16,14,5,13,18,1,2,23,2,0,0,0,0,1,1,0,40,5,19,10,0,30,17,83,83,48,47,34,43,12,7,3,4,13,0,30,11,13,7,56,10,35,1,6,14,12,5,22,29,27,1,36,4,7,53,16,17,12,6,40,4,3,23,2,12,2,7,4,0,14,6,6,31,6,16,3,0,1,0,3,1,2,0,0,0,94,51,96,50,92,55,80,91,88,14,92,Kali
Defects4J,7,13,56,35,6,14,10,1,21,12,5,14,6,0,6,38,16,14,5,13,18,1,2,23,2,0,0,0,0,1,1,0,40,5,19,10,0,30,17,83,83,48,47,34,43,12,7,3,4,13,0,30,11,13,7,56,10,35,1,6,14,12,5,22,29,27,1,36,4,7,53,16,17,12,6,40,4,3,23,2,12,2,7,4,0,14,6,6,31,6,16,3,0,1,0,3,1,2,0,0,0,94,51,96,50,92,55,80,91,88,14,92,RSRepair
Defects4J,7,13,56,35,6,14,10,1,21,12,5,14,6,0,6,38,16,14,5,13,18,1,2,23,2,0,0,0,0,1,1,0,40,5,19,10,0,30,17,83,83,48,47,34,43,12,7,3,4,13,0,30,11,13,7,56,10,35,1,6,14,12,5,22,29,27,1,36,4,7,53,16,17,12,6,40,4,3,23,2,12,2,7,4,0,14,6,6,31,6,16,3,0,1,0,3,1,2,0,0,0,94,51,96,50,92,55,80,91,88,14,92,Nopol
Defects4J,3,8,54,26,3,26,3,0,0,9,2,0,1,0,2,20,26,24,1,21,30,0,2,27,1,0,1,0,2,1,0,0,25,5,15,2,0,25,2,81,81,30,57,22,29,1,4,5,3,2,1,43,0,8,3,54,3,26,0,3,26,9,2,16,14,7,5,20,2,1,42,12,15,12,5,16,2,1,12,0,5,1,11,2,0,0,1,2,17,6,14,0,1,1,4,0,3,6,0,0,0,76,26,89,8,89,31,60,80,84,14,89,Unrepaired
Defects4J,3,8,54,28,3,26,2,0,0,9,1,0,1,0,2,20,25,23,1,20,29,0,2,26,1,0,1,0,2,1,0,0,24,5,14,2,0,25,2,80,80,30,56,22,29,1,4,5,3,2,1,45,2,8,3,54,2,28,0,3,26,9,1,16,15,7,5,20,2,1,42,12,15,12,5,16,2,1,12,0,5,1,11,2,0,0,1,2,16,5,13,0,1,1,4,0,3,6,0,0,0,76,23,89,8,89,28,58,80,84,13,89,Unrepaired
Defects4J,3,6,29,13,19,37,0,0,0,6,0,1,0,0,1,15,21,15,0,15,21,1,2,20,1,0,1,0,1,0,1,0,21,12,21,0,0,14,2,67,67,47,24,29,39,0,5,4,2,2,0,46,0,6,3,29,0,13,0,19,37,6,0,9,13,7,5,18,1,1,30,9,3,7,2,19,3,1,11,0,4,6,16,3,0,1,0,1,5,0,3,0,1,2,2,0,3,3,0,0,0,31,8,40,8,41,12,19,35,21,3,41,Unrepaired
Defects4J,6,16,41,8,8,27,3,0,12,18,3,6,0,0,2,30,31,20,4,28,33,3,7,36,7,0,0,0,2,2,1,0,39,6,17,10,0,24,27,86,82,47,56,41,44,11,4,0,3,17,0,37,5,16,6,41,3,8,0,8,27,18,3,5,9,19,1,34,1,2,36,23,10,18,7,21,8,4,21,0,5,4,12,10,0,6,0,2,22,1,17,0,3,1,4,2,1,6,0,0,0,83,4,93,4,83,42,75,83,78,23,83,Nopol
Defects4J,3,6,29,13,19,37,0,0,0,6,0,1,0,0,1,15,21,15,0,15,21,1,2,20,1,0,1,0,1,0,1,0,21,12,21,0,0,14,2,67,67,47,24,29,39,0,5,4,2,2,0,46,0,6,3,29,0,13,0,19,37,6,0,9,13,7,5,18,1,1,30,9,3,7,2,19,3,1,11,0,4,6,16,3,0,1,0,1,5,0,3,0,1,2,2,0,3,3,0,0,0,31,8,40,8,41,12,19,35,21,3,41,Unrepaired
Defects4J,6,16,42,9,8,26,3,0,12,18,3,6,1,0,2,29,31,21,5,28,33,3,8,34,7,0,1,0,2,2,1,0,42,8,19,11,0,26,25,90,86,50,58,43,46,12,4,0,4,17,0,39,6,16,6,42,3,9,0,8,26,18,3,6,11,21,1,35,1,2,41,22,11,18,7,24,8,4,22,0,5,4,12,10,0,6,1,2,23,1,17,0,3,1,4,2,1,6,0,0,0,84,7,94,7,84,41,75,82,77,23,84,DynaMoth
Defects4J,6,16,42,9,8,26,3,0,12,18,3,6,1,0,2,29,31,21,5,28,33,3,8,34,7,0,1,0,2,2,1,0,42,8,19,11,0,26,25,90,86,50,58,43,46,12,4,0,4,17,0,39,6,16,6,42,3,9,0,8,26,18,3,6,11,21,1,35,1,2,41,22,11,18,7,24,8,4,22,0,5,4,12,10,0,6,1,2,23,1,17,0,3,1,4,2,1,6,0,0,0,84,7,94,7,84,41,75,82,77,23,84,Nopol
Defects4J,10,9,58,37,0,10,9,1,7,7,5,14,7,0,4,30,29,27,6,21,31,1,3,36,2,0,1,0,1,0,0,0,30,14,31,8,0,24,14,80,80,40,43,26,49,13,7,3,5,8,0,19,7,9,10,58,9,37,1,0,10,7,5,17,21,14,0,28,7,6,48,14,19,16,4,23,3,5,25,1,13,0,1,2,0,14,7,4,21,7,8,0,0,1,0,2,1,1,0,0,0,94,58,96,57,65,58,74,81,75,28,65,Kali
Defects4J,10,9,58,37,0,10,9,1,7,7,5,14,7,0,4,30,29,27,6,21,31,1,3,36,2,0,1,0,1,0,0,0,30,14,31,8,0,24,14,80,80,40,43,26,49,13,7,3,5,8,0,19,7,9,10,58,9,37,1,0,10,7,5,17,21,14,0,28,7,6,48,14,19,16,4,23,3,5,25,1,13,0,1,2,0,14,7,4,21,7,8,0,0,1,0,2,1,1,0,0,0,94,58,96,57,65,58,74,81,75,28,65,Nopol
Defects4J,6,13,52,11,8,23,2,0,22,16,2,8,2,0,2,31,23,16,5,25,25,3,6,29,5,0,2,1,1,2,1,1,48,8,20,10,0,33,18,88,86,52,52,41,53,14,7,1,3,15,0,32,5,13,6,52,2,11,0,8,23,16,2,8,16,28,2,44,1,2,50,19,15,9,9,36,7,1,29,0,8,4,13,10,0,8,2,2,34,2,28,3,1,1,2,4,1,5,0,0,0,91,6,92,6,91,27,88,62,72,17,91,Nopol
Defects4J,6,15,51,9,10,23,2,0,26,16,3,7,1,0,2,31,27,19,6,29,28,4,7,34,7,0,2,1,1,2,2,1,48,8,23,10,0,31,17,86,85,53,49,42,55,14,6,0,3,17,0,30,5,15,6,51,2,9,0,10,23,16,3,8,16,27,1,47,1,2,50,18,13,9,8,37,9,2,29,0,7,5,13,11,0,7,1,2,34,1,28,3,0,1,2,4,1,5,0,0,0,94,6,95,6,93,22,91,61,77,21,93,Nopol
Defects4J,0,0,18,9,4,17,0,0,2,0,0,0,0,0,0,8,6,7,0,1,7,0,1,7,0,0,1,0,1,0,0,0,13,0,4,3,0,12,2,33,33,15,23,10,18,1,5,2,10,0,0,23,0,0,0,18,0,9,0,4,17,0,0,6,7,0,0,2,1,1,10,6,3,3,2,8,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,2,1,2,1,3,5,0,0,0,16,11,29,11,31,11,1,22,24,1,31,Unrepaired
Defects4J,3,6,29,13,19,37,0,0,0,6,0,1,0,0,1,15,21,15,0,15,21,1,2,20,1,0,1,0,1,0,1,0,21,12,21,0,0,14,2,67,67,47,24,29,39,0,5,4,2,2,0,46,0,6,3,29,0,13,0,19,37,6,0,9,13,7,5,18,1,1,30,9,3,7,2,19,3,1,11,0,4,6,16,3,0,1,0,1,5,0,3,0,1,2,2,0,3,3,0,0,0,31,8,40,8,41,12,19,35,21,3,41,Unrepaired
Defects4J,6,16,42,8,8,26,3,0,13,18,3,6,1,0,2,29,31,21,5,29,33,3,8,35,7,0,1,0,2,2,1,0,41,7,18,11,0,25,25,88,84,50,56,43,45,12,4,0,3,17,0,38,5,16,6,42,3,8,0,8,26,18,3,6,10,21,1,35,1,2,39,22,11,18,7,24,8,4,22,0,5,4,12,10,0,6,1,2,23,1,18,0,3,1,4,2,1,6,0,0,0,83,6,93,6,83,39,75,80,75,23,83,Nopol
Defects4J,3,11,46,39,0,13,0,0,0,8,1,6,5,0,0,15,39,39,0,35,40,0,8,49,3,0,5,1,0,0,0,5,47,13,17,2,0,16,7,67,67,13,62,11,49,5,2,2,16,4,0,26,0,11,3,46,0,39,0,0,13,8,1,3,10,27,4,34,1,1,30,21,5,13,12,6,5,0,13,0,9,0,5,5,0,6,5,0,16,2,10,0,1,0,0,1,1,1,0,0,0,98,27,98,12,30,65,44,98,12,32,30,Unrepaired
Defects4J,6,17,45,11,10,26,4,0,12,19,3,6,0,0,2,32,32,22,4,27,34,3,7,35,7,0,0,0,2,2,1,0,44,7,18,14,0,25,26,92,88,51,60,45,50,12,4,0,3,18,0,41,7,17,6,45,4,11,0,10,26,19,3,5,9,20,1,34,1,2,38,23,13,20,6,22,8,4,22,0,6,4,12,10,0,6,0,2,21,1,17,0,3,1,4,2,1,7,0,0,0,84,5,94,5,85,38,70,85,74,25,85,GenProg
Defects4J,6,17,45,11,10,26,4,0,12,19,3,6,0,0,2,32,32,22,4,27,34,3,7,35,7,0,0,0,2,2,1,0,44,7,18,14,0,25,26,92,88,51,60,45,50,12,4,0,3,18,0,41,7,17,6,45,4,11,0,10,26,19,3,5,9,20,1,34,1,2,38,23,13,20,6,22,8,4,22,0,6,4,12,10,0,6,0,2,21,1,17,0,3,1,4,2,1,7,0,0,0,84,5,94,5,85,38,70,85,74,25,85,Kali
Defects4J,6,17,45,11,10,26,4,0,12,19,3,6,0,0,2,32,32,22,4,27,34,3,7,35,7,0,0,0,2,2,1,0,44,7,18,14,0,25,26,92,88,51,60,45,50,12,4,0,3,18,0,41,7,17,6,45,4,11,0,10,26,19,3,5,9,20,1,34,1,2,38,23,13,20,6,22,8,4,22,0,6,4,12,10,0,6,0,2,21,1,17,0,3,1,4,2,1,7,0,0,0,84,5,94,5,85,38,70,85,74,25,85,RSRepair
Defects4J,6,17,45,11,10,26,4,0,12,19,3,6,0,0,2,32,32,22,4,27,34,3,7,35,7,0,0,0,2,2,1,0,44,7,18,14,0,25,26,92,88,51,60,45,50,12,4,0,3,18,0,41,7,17,6,45,4,11,0,10,26,19,3,5,9,20,1,34,1,2,38,23,13,20,6,22,8,4,22,0,6,4,12,10,0,6,0,2,21,1,17,0,3,1,4,2,1,7,0,0,0,84,5,94,5,85,38,70,85,74,25,85,Arja
Defects4J,6,17,45,11,10,26,4,0,12,19,3,6,0,0,2,32,32,22,4,27,34,3,7,35,7,0,0,0,2,2,1,0,44,7,18,14,0,25,26,92,88,51,60,45,50,12,4,0,3,18,0,41,7,17,6,45,4,11,0,10,26,19,3,5,9,20,1,34,1,2,38,23,13,20,6,22,8,4,22,0,6,4,12,10,0,6,0,2,21,1,17,0,3,1,4,2,1,7,0,0,0,84,5,94,5,85,38,70,85,74,25,85,Nopol
Defects4J,3,6,29,13,19,37,0,0,0,6,0,1,0,0,1,15,21,15,0,15,21,1,2,20,1,0,1,0,1,0,1,0,21,12,21,0,0,14,2,67,67,47,24,29,40,0,5,4,2,2,0,46,0,6,3,29,0,13,0,19,37,6,0,9,13,7,5,19,1,1,30,9,3,7,2,19,3,1,11,0,4,6,16,3,0,1,0,1,5,0,3,0,1,2,2,0,3,3,0,0,0,31,8,40,8,41,12,19,35,21,3,41,Unrepaired
Defects4J,3,8,54,26,3,26,3,0,0,9,2,0,1,0,2,20,26,24,1,21,30,0,2,27,1,0,1,0,2,1,0,0,25,5,15,2,0,25,2,81,81,30,57,22,29,1,4,5,3,2,1,43,0,8,3,54,3,26,0,3,26,9,2,16,14,7,5,20,2,1,42,12,15,12,5,16,2,1,12,0,5,1,11,2,0,0,1,2,17,6,14,0,1,1,4,0,3,6,0,0,0,76,26,89,8,89,31,60,80,84,14,89,Unrepaired
Defects4J,6,19,58,6,8,30,3,0,12,20,2,11,0,0,2,37,30,22,4,30,31,3,4,35,8,0,0,1,1,2,1,0,51,11,22,9,2,28,20,91,89,45,60,40,46,10,5,0,6,13,0,31,5,19,6,58,3,6,0,8,30,20,2,6,13,31,0,39,2,3,34,34,19,17,7,29,10,0,31,0,4,4,15,13,0,11,0,2,23,2,17,0,3,1,3,1,1,5,0,0,0,93,3,95,3,69,25,85,88,64,25,69,jKali
Defects4J,6,19,58,6,8,30,3,0,12,20,2,11,0,0,2,37,30,22,4,30,31,3,4,35,8,0,0,1,1,2,1,0,51,11,22,9,2,28,20,91,89,45,60,40,46,10,5,0,6,13,0,31,5,19,6,58,3,6,0,8,30,20,2,6,13,31,0,39,2,3,34,34,19,17,7,29,10,0,31,0,4,4,15,13,0,11,0,2,23,2,17,0,3,1,3,1,1,5,0,0,0,93,3,95,3,69,25,85,88,64,25,69,GenProg
Defects4J,6,19,58,6,8,30,3,0,12,20,2,11,0,0,2,37,30,22,4,30,31,3,4,35,8,0,0,1,1,2,1,0,51,11,22,9,2,28,20,91,89,45,60,40,46,10,5,0,6,13,0,31,5,19,6,58,3,6,0,8,30,20,2,6,13,31,0,39,2,3,34,34,19,17,7,29,10,0,31,0,4,4,15,13,0,11,0,2,23,2,17,0,3,1,3,1,1,5,0,0,0,93,3,95,3,69,25,85,88,64,25,69,Kali
Defects4J,6,19,58,6,8,30,3,0,12,20,2,11,0,0,2,37,30,22,4,30,31,3,4,35,8,0,0,1,1,2,1,0,51,11,22,9,2,28,20,91,89,45,60,40,46,10,5,0,6,13,0,31,5,19,6,58,3,6,0,8,30,20,2,6,13,31,0,39,2,3,34,34,19,17,7,29,10,0,31,0,4,4,15,13,0,11,0,2,23,2,17,0,3,1,3,1,1,5,0,0,0,93,3,95,3,69,25,85,88,64,25,69,DynaMoth
