Instance,NoGenSM,NoSM,NoPubSM,NoProSM,NoPriSM,NoDefSM,NoGenM,NoM,NoPubM,NoProM,NoPriM,NoDefM,NoAM,NoPubAM,NoProAM,NoPriAM,NoDefAM,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,Label
Defects4J/Math/67,0.069124424,0.843317972,0.723502304,0.036866359,0.076036866,0.006912442,0.304147465,6.140552995,5.177419355,0.516129032,0.419354839,0.02764977,1.718894009,1.67281106,0.046082949,0,0,9.792757306,0.874714104,0.349809403,8.590978399,18.41664549,68.72909784,4.145743329,4.530114358,8.286912325,1.23853006,311.6221093,0.601375986,1.098094028,0.06544039,0.545922617,0.120330368,0.307115629,29.43700681,unrepaired
Defects4J/Math/93,0.0433213,0.873646209,0.76534296,0.032490975,0.064981949,0.010830325,0.173285199,6.010830325,4.960288809,0.577617329,0.429602888,0.0433213,1.906137184,1.85198556,0.054151625,0,0,9.816742359,0.86620842,0.352154167,8.53492083,18.42972873,68.83895913,4.120044188,4.499079416,8.311280226,1.2374337,310.7225973,0.604420218,1.081502394,0.063844671,0.546245196,0.11795753,0.299128514,29.25107436,unrepaired
Defects4J/Math/94,0.044117647,0.889705882,0.775735294,0.036764706,0.066176471,0.011029412,0.176470588,6.091911765,5.047794118,0.569852941,0.430147059,0.044117647,1.944852941,1.889705882,0.055147059,0,0,9.843093004,0.858653047,0.354080057,8.482598883,18.45124124,69.00154413,4.095973394,4.470245872,8.338163677,1.236460093,309.9990498,0.607255125,1.066634992,0.062390926,0.546464743,0.115809479,0.291839886,29.08785997,unrepaired
Defects4J/Math/60,0.050916497,0.949083503,0.773930754,0.052953157,0.116089613,0.00610998,0.289205703,5.264765784,4.380855397,0.521384929,0.33604888,0.026476578,1.211812627,1.16904277,0.042769857,0,0,9.821180166,0.852142697,0.353152345,8.509647745,18.41967691,68.79291003,4.109041956,4.483396904,8.318375589,1.236970881,309.5941216,0.605167173,1.07606013,0.060541574,0.547344386,0.113978012,0.281691721,29.04913334,repaired
Defects4J/Math/34,0.121265378,1.001757469,0.757469244,0.0456942,0.168717047,0.029876977,0.397188049,5.449912127,4.592267135,0.407732865,0.427065026,0.0228471,0.931458699,0.898066784,0.033391916,0,0,9.768908004,0.914087905,0.350781496,8.561418231,18.37899927,67.84506451,4.13248715,4.5128501,8.265708591,1.237168771,312.9068499,0.602998408,1.08884926,0.074744115,0.54366419,0.130703871,0.357180321,29.46739979,unrepaired
Defects4J/Math/33,0.121052632,1,0.756140351,0.045614035,0.168421053,0.029824561,0.398245614,5.442105263,4.585964912,0.407017544,0.426315789,0.022807018,0.929824561,0.896491228,0.033333333,0,0,9.722643554,0.968580715,0.348763912,8.608391608,18.34275584,67.00915985,4.153944647,4.539544962,8.219048557,1.237398297,315.7920812,0.601044762,1.099970452,0.087265213,0.540423874,0.145375751,0.423421649,29.83280125,repaired
Defects4J/Math/20,0.092985318,0.985318108,0.740619902,0.042414356,0.174551387,0.027732463,0.376835237,5.520391517,4.670473083,0.401305057,0.425774878,0.022838499,0.898858075,0.866231648,0.032626427,0,0,9.679330745,1.018672583,0.346552043,8.718709558,18.33545942,66.1571455,4.208079127,4.596598262,8.177297097,1.237132938,318.4707894,0.599305605,1.107875763,0.098776504,0.536902395,0.158716953,0.480957663,30.16200148,repaired
Defects4J/Math/18,0.092833876,0.98534202,0.741042345,0.042345277,0.174267101,0.027687296,0.376221498,5.517915309,4.667752443,0.400651466,0.426710098,0.022801303,0.903908795,0.871335505,0.03257329,0,0,9.641065831,1.063218391,0.344566353,8.817223964,18.32932776,65.42093347,4.256530825,4.647596656,8.140456287,1.236850321,320.8316789,0.597802908,1.114855451,0.10902074,0.533788938,0.170585162,0.531957506,30.44931822,repaired
Defects4J/Math/27,0.118353345,0.993138937,0.747855918,0.044596913,0.171526587,0.02915952,0.389365352,5.445969125,4.572898799,0.408233276,0.440823328,0.024013722,0.919382504,0.885077187,0.034305317,0,0,9.608763822,1.101419376,0.343043407,8.855504209,18.31209771,64.85327612,4.273890081,4.669417396,8.106783298,1.23634058,323.0270672,0.596823645,1.122544974,0.117804227,0.531188962,0.180970457,0.578148209,30.74033496,unrepaired
Defects4J/Math/9,0.098765432,1.023148148,0.783950617,0.037037037,0.175925926,0.026234568,0.625,5.816358025,4.904320988,0.442901235,0.445987654,0.023148148,0.919753086,0.884259259,0.035493827,0,0,9.592264678,1.143445169,0.341954023,8.961012737,18.33908046,65.70122709,4.324479652,4.724448587,8.08387698,1.232839916,325.4116185,0.597197901,1.12721342,0.127370826,0.528028223,0.194315005,0.626281454,30.93362761,unrepaired
Defects4J/Math/11,0.099533437,0.99066874,0.746500778,0.040435459,0.177293935,0.026438569,0.410575428,5.561430793,4.65785381,0.427682737,0.452566096,0.023328149,0.849144635,0.813374806,0.035769829,0,0,9.54904982,1.180864333,0.341110867,9.04915988,18.32981143,64.99618461,4.366644655,4.770562771,8.035072272,1.229689052,326.7853841,0.597480724,1.13111747,0.135941953,0.525319472,0.20610463,0.669087974,31.09260078,unrepaired
Defects4J/Math/7,0.097560976,1.038109756,0.792682927,0.039634146,0.176829268,0.028963415,0.612804878,5.806402439,4.896341463,0.445121951,0.44054878,0.024390244,0.907012195,0.87195122,0.035060976,0,0,9.536329536,1.214434565,0.340302862,9.142400667,18.35586274,65.6898444,4.411572659,4.81890803,8.01708808,1.226799587,328.8373159,0.597754657,1.134412337,0.143598739,0.522691803,0.216865796,0.708113365,31.27161151,repaired
Defects4J/Math/29,0.120209059,0.996515679,0.75261324,0.045296167,0.168989547,0.029616725,0.395470383,5.465156794,4.595818815,0.405923345,0.43902439,0.024390244,0.933797909,0.900696864,0.033101045,0,0,9.51517976,1.238814913,0.339280959,9.153129161,18.33488682,65.23848202,4.415912117,4.825898802,7.995938748,1.227290821,330.2834221,0.596756368,1.139946738,0.149162247,0.521346492,0.223169108,0.738348868,31.45677732,unrepaired
Defects4J/Math/16,0.088141026,1.008012821,0.762820513,0.041666667,0.176282051,0.02724359,0.375,5.556089744,4.676282051,0.424679487,0.432692308,0.022435897,0.881410256,0.849358974,0.032051282,0,0,9.495922528,1.261977574,0.3379842,9.213621305,18.33964067,64.80141437,4.445527523,4.857288481,7.977382773,1.226781067,331.4853466,0.59608639,1.143348624,0.154433303,0.51966766,0.229230377,0.765035678,31.60513204,unrepaired
Defects4J/Math/42,0.135888502,1.026132404,0.759581882,0.045296167,0.18466899,0.036585366,0.37630662,5.369337979,4.43902439,0.487804878,0.419860627,0.022648084,1.020905923,0.975609756,0.045296167,0,0,9.47745098,1.242647059,0.336887255,9.205269608,18.31341912,64.44356618,4.440257353,4.854473039,7.955698529,1.228367249,332.4494485,0.594818056,1.146507353,0.149619112,0.518784873,0.223284314,0.739338235,31.72439845,repaired
Defects4J/Math/89,0.03343465,0.844984802,0.738601824,0.036474164,0.060790274,0.009118541,0.167173252,6.118541033,5.072948328,0.604863222,0.404255319,0.036474164,1.747720365,1.693009119,0.054711246,0,0,9.496666466,1.23124512,0.33785813,9.16655655,18.32938915,64.6796204,4.4218872,4.833563577,7.975614151,1.228237344,331.5220133,0.596529291,1.138326626,0.147154573,0.519430815,0.220013214,0.726229804,31.57268074,unrepaired
Defects4J/Math/45,0.113989637,1,0.754749568,0.044905009,0.16925734,0.031088083,0.360967185,5.214162349,4.307426598,0.481865285,0.402417962,0.022452504,1.058721934,1.013816926,0.044905009,0,0,9.471640236,1.214203033,0.336555157,9.147875912,18.2874754,64.47233476,4.412489872,4.824400972,7.950399352,1.230669177,332.0802755,0.594643077,1.139946753,0.142827823,0.519203373,0.214666049,0.703148513,31.64211607,unrepaired
Defects4J/Math/73,0.045112782,0.872180451,0.739348371,0.040100251,0.085213033,0.007518797,0.310776942,6.315789474,5.393483709,0.536340852,0.355889724,0.030075188,1.822055138,1.771929825,0.050125313,0,0,9.506647055,1.202692765,0.336821859,9.121513832,18.33167393,65.01063529,4.398653618,4.811902472,7.987554449,1.230049531,331.0453697,0.595364994,1.132375403,0.1402118,0.519739873,0.211744074,0.689653222,31.46905123,repaired
Defects4J/Math/87,0.046961326,0.903314917,0.776243094,0.044198895,0.082872928,0,0.46961326,6.419889503,5.392265193,0.544198895,0.453038674,0.03038674,1.91160221,1.864640884,0.046961326,0,0,9.544320639,1.192582737,0.337158379,9.092688065,18.36714896,66.04512445,4.384943733,4.796662786,8.025167692,1.230072797,330.5173236,0.596346491,1.125173236,0.137945058,0.520227731,0.209268806,0.677920062,31.31465828,repaired
Defects4J/Math/80,0.043256997,0.875318066,0.743002545,0.040712468,0.083969466,0.007633588,0.44783715,6.366412214,5.376590331,0.539440204,0.419847328,0.030534351,1.824427481,1.773536896,0.050890585,0,0,9.579752604,1.182237413,0.33734809,9.065212674,18.40728082,66.98426649,4.371853299,4.782118056,8.06125217,1.229340904,329.8939887,0.597072548,1.116861979,0.135586793,0.520690881,0.206759983,0.665852865,31.16787427,repaired
Defects4J/Math/74,0.045226131,0.871859296,0.738693467,0.040201005,0.085427136,0.007537688,0.309045226,6.349246231,5.369346734,0.537688442,0.412060302,0.030150754,1.826633166,1.77638191,0.050251256,0,0,9.610833776,1.172172066,0.337546468,9.042166755,18.44758364,67.42612852,4.359745088,4.771216144,8.093096123,1.228807049,329.2422199,0.597698626,1.110355815,0.13329159,0.521177341,0.204195433,0.654009559,31.02194382,repaired
Defects4J/Math/6,0.097116844,1.039453718,0.795144158,0.039453718,0.176024279,0.028831563,0.610015175,5.786039454,4.880121396,0.443095599,0.438543247,0.024279211,0.907435508,0.867981791,0.039453718,0,0,9.598520408,1.197244898,0.337040816,9.110459184,18.46142857,67.83183673,4.39255102,4.806683673,8.076836735,1.226659681,330.6242347,0.597876345,1.114030612,0.139079205,0.519393076,0.212244898,0.683265306,31.15505951,unrepaired
Defects4J/Math/28,0.118353345,0.993138937,0.747855918,0.044596913,0.171526587,0.02915952,0.389365352,5.445969125,4.572898799,0.408233276,0.440823328,0.024013722,0.919382504,0.885077187,0.034305317,0,0,9.580508056,1.215923693,0.336364535,9.124196896,18.4468716,67.41632895,4.398685381,4.814767223,8.058663635,1.226673708,331.631709,0.59728757,1.118661659,0.14339774,0.518287041,0.217159237,0.706187605,31.30716351,repaired
Defects4J/Math/17,0.090614887,0.978964401,0.736245955,0.042071197,0.173139159,0.027508091,0.373786408,5.504854369,4.647249191,0.402912621,0.432038835,0.022653722,0.889967638,0.857605178,0.03236246,0,0,9.561423651,1.234117872,0.335581707,9.166666667,18.43867202,66.96732683,4.419823957,4.836490624,8.040949101,1.226785846,332.4680922,0.596507969,1.121938385,0.147595743,0.517159244,0.221871412,0.727181401,31.42548854,unrepaired
Defects4J/Math/1,0.09406657,1.015918958,0.787264834,0.037626628,0.163531114,0.027496382,0.590448625,5.678726483,4.7829233,0.435600579,0.437047757,0.023154848,0.881331404,0.84081042,0.040520984,0,0,9.545006676,1.254523689,0.335190386,9.227450619,18.44679773,67.26529767,4.449007781,4.867949721,8.021271698,1.225273448,333.3267185,0.59661658,1.123256135,0.152306472,0.515752457,0.228371472,0.750264745,31.51219114,unrepaired
Defects4J/Math/10,0.099378882,1.001552795,0.757763975,0.040372671,0.177018634,0.026397516,0.409937888,5.574534161,4.659937888,0.445652174,0.445652174,0.023291925,0.847826087,0.812111801,0.035714286,0,0,9.521158724,1.273483736,0.334890758,9.272771771,18.44003916,66.80029369,4.470787167,4.891514262,7.994215281,1.223732441,333.970053,0.596810696,1.125795399,0.156656865,0.514507002,0.234370133,0.772126552,31.59208576,unrepaired
Defects4J/Math/19,0.092985318,0.985318108,0.740619902,0.042414356,0.174551387,0.027732463,0.376835237,5.520391517,4.670473083,0.401305057,0.425774878,0.022838499,0.898858075,0.866231648,0.032626427,0,0,9.506698937,1.288140721,0.334255338,9.305255424,18.43383179,66.40794364,4.486991097,4.908073299,7.981156539,1.224001139,334.7000173,0.596119255,1.128749244,0.160044526,0.513605427,0.238049961,0.7890051,31.69543799,unrepaired
Defects4J/Math/26,0.118353345,0.993138937,0.747855918,0.044596913,0.171526587,0.02915952,0.389365352,5.445969125,4.572898799,0.408233276,0.440823328,0.024013722,0.919382504,0.885077187,0.034305317,0,0,9.493816254,1.301615346,0.333753996,9.311753323,18.42226148,66.09225139,4.489693757,4.912249706,7.968239946,1.224083982,335.449268,0.59566497,1.132298502,0.163161185,0.51281836,0.241544674,0.805695777,31.81055245,unrepaired
Defects4J/Math/8,0.098310292,1.01843318,0.780337942,0.036866359,0.175115207,0.026113671,0.622119816,5.826420891,4.917050691,0.440860215,0.443932412,0.024577573,0.915514593,0.880184332,0.035330261,0,0,9.488770228,1.317531488,0.333509966,9.354339054,18.43435373,66.49190886,4.510251498,4.934251824,7.960705988,1.222536829,336.3097461,0.59594664,1.134431174,0.166799528,0.511705724,0.246728896,0.824236742,31.87849254,repaired
Defects4J/Math/21,0.089403974,0.991721854,0.743377483,0.043046358,0.177152318,0.028145695,0.380794702,5.544701987,4.688741722,0.402317881,0.430463576,0.023178808,0.915562914,0.882450331,0.033112583,0,0,9.477629124,1.329826512,0.332962801,9.378220652,18.43149788,66.16042717,4.522212077,4.946444877,7.950692763,1.222720154,336.9909087,0.595447993,1.137004248,0.169593036,0.51093271,0.249751876,0.838540633,31.97527653,unrepaired
Defects4J/Math/75,0.045226131,0.869346734,0.738693467,0.040201005,0.082914573,0.007537688,0.309045226,6.349246231,5.369346734,0.537688442,0.412060302,0.030150754,1.826633166,1.77638191,0.050251256,0,0,9.502051823,1.3201235,0.333177004,9.356391918,18.46074178,66.49798726,4.510962598,4.935865869,7.97584711,1.222429858,336.399148,0.595934006,1.131902919,0.16737499,0.511442493,0.247195842,0.827138781,31.85537972,unrepaired
Defects4J/Math/81,0.043256997,0.875318066,0.743002545,0.040712468,0.083969466,0.007633588,0.44783715,6.366412214,5.376590331,0.539440204,0.419847328,0.030534351,1.824427481,1.773536896,0.050890585,0,0,9.527829099,1.310854503,0.333371824,9.332909931,18.48779831,67.15742879,4.499769053,4.923441109,8.002193995,1.222026217,335.8677059,0.596455361,1.125904542,0.165256687,0.511903977,0.244842186,0.816320246,31.74305512,repaired
Defects4J/Math/86,0.046961326,0.903314917,0.776243094,0.044198895,0.082872928,0,0.46961326,6.419889503,5.392265193,0.544198895,0.453038674,0.03038674,1.91160221,1.864640884,0.046961326,0,0,9.553336876,1.302444765,0.333649685,9.310264976,18.50994609,67.836345,4.488990965,4.911472174,8.027750361,1.222152409,335.4401716,0.597112505,1.121061423,0.163360248,0.512345746,0.242692278,0.806544681,31.63357241,unrepaired
Defects4J/Math/72,0.045112782,0.872180451,0.739348371,0.040100251,0.085213033,0.007518797,0.310776942,6.315789474,5.393483709,0.536340852,0.355889724,0.030075188,1.822055138,1.771929825,0.050125313,0,0,9.575258966,1.293519315,0.333869339,9.290415467,18.53584384,68.1419917,4.478703115,4.901910923,8.051157399,1.221869873,334.707079,0.597552879,1.116338207,0.161324577,0.512802719,0.240342545,0.796080924,31.51946189,unrepaired
Defects4J/Math/44,0.130360206,1.006861063,0.744425386,0.044596913,0.181818182,0.036020583,0.368782161,5.246998285,4.344768439,0.478559177,0.401372213,0.022298456,1.048027444,1.003430532,0.044596913,0,0,9.558778403,1.281252283,0.333126324,9.280521663,18.50800029,67.81427632,4.473441952,4.897384379,8.033864251,1.223496647,334.9776795,0.596395629,1.118287426,0.158244435,0.512658947,0.236465259,0.779791043,31.56251792,unrepaired
Defects4J/Math/43,0.136125654,1.027923211,0.760907504,0.045375218,0.184991274,0.036649215,0.376963351,5.359511344,4.441535777,0.486910995,0.408376963,0.022687609,1.019197208,0.97382199,0.045375218,0,0,9.546379969,1.269600314,0.332571347,9.274708004,18.48965961,67.54020074,4.470014644,4.895131621,8.019966425,1.224519437,335.4071508,0.595634983,1.120727221,0.155358858,0.512317141,0.232846376,0.764510483,31.62548057,unrepaired
Defects4J/Math/88,0.046961326,0.903314917,0.776243094,0.044198895,0.082872928,0,0.46961326,6.419889503,5.392265193,0.544198895,0.453038674,0.03038674,1.91160221,1.864640884,0.046961326,0,0,9.569836736,1.262315314,0.332839663,9.254416587,18.50999683,68.16530907,4.460382947,4.884375331,8.043478261,1.224604828,335.0142459,0.596255861,1.116294651,0.153723645,0.512722215,0.231002504,0.756091541,31.52506471,repaired
Defects4J/Math/38,0.138596491,1.036842105,0.768421053,0.045614035,0.185964912,0.036842105,0.378947368,5.359649123,4.507017544,0.405263158,0.424561404,0.022807018,1.01754386,0.980701754,0.036842105,0,0,9.558059284,1.251423445,0.332309604,9.249180441,18.49280513,67.89413023,4.457227648,4.882432106,8.031609096,1.225357743,335.5219642,0.595601443,1.118810173,0.151014446,0.512290202,0.227647607,0.74191656,31.59878022,unrepaired
Defects4J/Math/36,0.137323944,1.028169014,0.757042254,0.045774648,0.188380282,0.036971831,0.38028169,5.411971831,4.573943662,0.392605634,0.422535211,0.022887324,0.933098592,0.899647887,0.033450704,0,0,9.546575666,1.240801433,0.331993107,9.250532149,18.47842687,67.61668412,4.457478799,4.883670642,8.020035814,1.225698394,336.0913944,0.595113539,1.12210697,0.148494489,0.511813497,0.224515998,0.728317059,31.6837038,unrepaired
Defects4J/Math/31,0.120629371,0.998251748,0.755244755,0.045454545,0.167832168,0.02972028,0.396853147,5.456293706,4.582167832,0.405594406,0.444055944,0.024475524,0.926573427,0.893356643,0.033216783,0,0,9.535689467,1.25239088,0.331678745,9.25295344,18.46540256,67.33697343,4.458354016,4.885469407,8.00919951,1.225917374,336.6731196,0.594711274,1.125285416,0.151173785,0.51137009,0.227505874,0.74291009,31.7690878,repaired
Defects4J/Math/91,0.036585366,0.81097561,0.707317073,0.036585366,0.057926829,0.009146341,0.167682927,6.073170732,5.033536585,0.597560976,0.405487805,0.036585366,1.75304878,1.698170732,0.054878049,0,0,9.544832553,1.246079811,0.332274855,9.231151995,18.47061905,67.4364422,4.44806364,4.873637346,8.018725243,1.225827402,336.0806953,0.59564051,1.120633777,0.149820054,0.511807854,0.22568501,0.735751465,31.6847287,repaired
Defects4J/Math/65,0.067873303,0.830316742,0.712669683,0.036199095,0.074660633,0.00678733,0.298642534,6.131221719,5.14479638,0.522624434,0.436651584,0.027149321,1.690045249,1.642533937,0.047511312,0,0,9.561406905,1.238399484,0.332462085,9.235430784,18.48851242,67.6785092,4.449757986,4.876089061,8.035688932,1.225492221,335.8312036,0.595937783,1.124040013,0.148042495,0.512247566,0.223620523,0.726686028,31.67259636,unrepaired
Defects4J/Math/62,0.063965885,0.980810235,0.797441365,0.0554371,0.121535181,0.006396588,0.304904051,5.950959488,4.987206823,0.524520256,0.413646055,0.025586354,1.558635394,1.513859275,0.044776119,0,0,9.576586885,1.230380471,0.332951909,9.243380694,18.50424335,67.96535393,4.453418518,4.88029624,8.050220908,1.22538502,335.867296,0.596211401,1.12707797,0.146241558,0.512708553,0.221512349,0.717396141,31.65794738,unrepaired
Defects4J/Math/96,0.028340081,0.801619433,0.712550607,0.04048583,0.036437247,0.012145749,0.004048583,5.607287449,4.692307692,0.574898785,0.315789474,0.024291498,1.744939271,1.684210526,0.060728745,0,0,9.576479122,1.225842059,0.333575123,9.21871452,18.49971616,67.87558345,4.442191245,4.866784408,8.051658887,1.225252618,335.1562066,0.596885371,1.122965813,0.145309377,0.513131973,0.220165258,0.712343888,31.60016637,unrepaired
Defects4J/Math/100,0.022421525,0.892376682,0.816143498,0.035874439,0.040358744,0,0,5.273542601,4.421524664,0.524663677,0.31838565,0.00896861,1.457399103,1.408071749,0.049327354,0,0,9.57286023,1.221853371,0.334126711,9.197143841,18.48871003,67.72716169,4.432401115,4.854874573,8.049888823,1.225210918,334.4057186,0.597534457,1.119131878,0.144492836,0.513525593,0.218972159,0.707901412,31.53973633,unrepaired
Defects4J/Math/54,0.088,0.99,0.766,0.048,0.17,0.006,0.282,5.27,4.33,0.542,0.372,0.026,1.228,1.182,0.046,0,0,9.572437182,1.213935563,0.334206875,9.191305688,18.48312009,67.79534454,4.429751811,4.851333436,8.048250347,1.225873135,333.9882226,0.597304671,1.120764606,0.142599029,0.514289269,0.216741175,0.698381378,31.4886901,unrepaired
Defects4J/Math/98,0.021645022,0.796536797,0.722943723,0.034632035,0.038961039,0,0.004329004,5.194805195,4.311688312,0.541125541,0.333333333,0.008658009,1.441558442,1.380952381,0.060606061,0,0,9.566858507,1.210096124,0.334629278,9.166809527,18.46807078,67.61929835,4.418447315,4.837751791,8.044388661,1.225904053,333.2039123,0.597876745,1.117033001,0.141784134,0.514684233,0.215545215,0.693963142,31.42267231,repaired
Defects4J/Math/53,0.105734767,0.965949821,0.749103943,0.043010753,0.168458781,0.005376344,0.353046595,5.272401434,4.369175627,0.505376344,0.374551971,0.023297491,1.245519713,1.200716846,0.044802867,0,0,9.568195498,1.20220898,0.334507042,9.169826652,18.46602263,67.64596124,4.420007223,4.839442639,8.044480559,1.22639369,332.5641928,0.597461209,1.119447454,0.139888541,0.515353689,0.213344168,0.684061635,31.34388556,repaired
Defects4J/Math/30,0.120209059,0.996515679,0.75261324,0.045296167,0.168989547,0.029616725,0.395470383,5.463414634,4.594076655,0.405923345,0.43902439,0.024390244,0.933797909,0.900696864,0.033101045,0,0,9.558164953,1.213251802,0.334160463,9.174081295,18.45462602,67.40963606,4.421777148,4.842165899,8.034532672,1.226609284,333.1364469,0.597023681,1.122178896,0.142428064,0.514896968,0.216205837,0.697920359,31.42473681,unrepaired
Defects4J/Math/37,0.137391304,1.022608696,0.756521739,0.045217391,0.184347826,0.036521739,0.375652174,5.382608696,4.547826087,0.391304348,0.420869565,0.022608696,1.006956522,0.973913043,0.033043478,0,0,9.548452592,1.204832207,0.333758738,9.173971053,18.44151173,67.18580503,4.421237347,4.842706732,8.02508919,1.227158602,333.5816341,0.596450296,1.124285756,0.14033337,0.514511251,0.213620675,0.686950721,31.48782799,unrepaired
Defects4J/Math/39,0.136602452,1.03502627,0.767075306,0.045534151,0.185639229,0.036777583,0.378283713,5.350262697,4.499124343,0.404553415,0.423817863,0.022767075,1.015761821,0.978984238,0.036777583,0,0,9.538834122,1.196934298,0.333295344,9.170835945,18.42803009,66.97689327,4.419226167,4.841700382,8.015385492,1.227756772,334.0157274,0.595918033,1.126189526,0.138357525,0.514137137,0.211151633,0.676448801,31.5494122,repaired
Defects4J/Math/106,0.029411765,1.213235294,1.110294118,0.058823529,0.044117647,0,0,5.301470588,4.455882353,0.507352941,0.323529412,0.014705882,2.022058824,1.970588235,0.051470588,0,0,9.539762729,1.195067265,0.333484702,9.157830505,18.42441959,66.90304819,4.413379122,4.834648351,8.017397968,1.227873276,333.4379577,0.595935949,1.123261622,0.137979217,0.514324749,0.210620423,0.674291877,31.49617561,unrepaired
Defects4J/Math/99,0.042105263,0.873684211,0.761403509,0.031578947,0.070175439,0.010526316,0.178947368,6.333333333,5.273684211,0.575438596,0.442105263,0.042105263,1.866666667,1.814035088,0.052631579,0,0,9.55026887,1.190545905,0.334131028,9.140910499,18.43328923,67.03302458,4.405473127,4.825417382,8.027985022,1.227645348,333.1243841,0.596718021,1.119175652,0.137026827,0.514649429,0.209380895,0.669500831,31.43700175,unrepaired
Defects4J/Math/52,0.104795737,0.96625222,0.751332149,0.042628774,0.1669627,0.005328597,0.34991119,5.321492007,4.401420959,0.502664298,0.394316163,0.023090586,1.246891652,1.202486679,0.044404973,0,0,9.552568863,1.183478357,0.334063072,9.144432744,18.4334645,67.0813889,4.40727706,4.827329158,8.028930887,1.228107027,332.6802361,0.596354427,1.121404423,0.135335497,0.51528345,0.207393449,0.660644017,31.37024027,unrepaired
Defects4J/Math/101,0.022421525,0.892376682,0.816143498,0.035874439,0.040358744,0,0,5.273542601,4.421524664,0.524663677,0.31838565,0.00896861,1.457399103,1.408071749,0.049327354,0,0,9.549533174,1.180230797,0.334545154,9.125919194,18.42410972,66.955741,4.39888182,4.817097689,8.02751384,1.228052824,332.0340687,0.596928511,1.118042359,0.134678668,0.515616395,0.20642265,0.657054725,31.31830172,unrepaired
Defects4J/Math/55,0.088888889,0.997979798,0.76969697,0.048484848,0.173737374,0.006060606,0.284848485,5.276767677,4.341414141,0.547474747,0.361616162,0.026262626,1.232323232,1.185858586,0.046464646,0,0,9.549880461,1.173712236,0.334682678,9.122147359,18.4203434,67.02792871,4.397196262,4.814714193,8.026760487,1.228648792,331.7206314,0.596739725,1.119593567,0.133138762,0.516259909,0.204629428,0.64939687,31.27682747,unrepaired
Defects4J/Math/97,0.021645022,0.796536797,0.722943723,0.034632035,0.038961039,0,0.004329004,5.199134199,4.316017316,0.541125541,0.333333333,0.008658009,1.441558442,1.380952381,0.060606061,0,0,9.545128108,1.170576959,0.335052242,9.100974648,18.4075164,66.87745349,4.387429466,4.802964443,8.023542752,1.228666965,331.0439267,0.597247781,1.116309836,0.132479077,0.516595417,0.203650207,0.645805772,31.21990767,unrepaired
Defects4J/Math/63,0.065359477,0.945533769,0.786492375,0.034858388,0.117647059,0.006535948,0.296296296,5.8583878,4.917211329,0.494553377,0.420479303,0.026143791,1.594771242,1.551198257,0.043572985,0,0,9.55576,1.164933333,0.335333333,9.1108,18.41781333,67.09909333,4.391973333,4.808106667,8.034613333,1.2285649,330.93328,0.597365504,1.118746667,0.131198968,0.516961405,0.20216,0.639173333,31.20667609,repaired
Defects4J/Math/64,0.06741573,0.829213483,0.712359551,0.035955056,0.074157303,0.006741573,0.296629213,6.094382022,5.116853933,0.519101124,0.431460674,0.026966292,1.678651685,1.631460674,0.047191011,0,0,9.56867654,1.159674274,0.335450377,9.11603331,18.43232488,67.29592052,4.394191746,4.811020924,8.047936541,1.228277283,330.7657988,0.59758923,1.121488431,0.12997826,0.517266912,0.200758973,0.632899383,31.2006686,repaired
Defects4J/Math/90,0.03343465,0.844984802,0.738601824,0.036474164,0.060790274,0.009118541,0.167173252,6.11550152,5.069908815,0.604863222,0.404255319,0.036474164,1.747720365,1.693009119,0.054711246,0,0,9.57622469,1.155427825,0.335885042,9.09996081,18.43822338,67.37337688,4.386596995,4.802299151,8.055780536,1.228221568,330.376695,0.59830977,1.118145003,0.129075052,0.51756176,0.199529719,0.628112345,31.13918458,unrepaired
Defects4J/Math/46,0.104424779,0.973451327,0.757522124,0.042477876,0.168141593,0.005309735,0.343362832,5.228318584,4.300884956,0.497345133,0.407079646,0.02300885,1.157522124,1.111504425,0.046017699,0,0,9.575812181,1.14938475,0.335813211,9.105081604,18.43680173,67.3430469,4.389203522,4.804999228,8.053930907,1.228609589,330.1525511,0.597939165,1.120321269,0.127627972,0.518164417,0.197806724,0.620424239,31.08916804,unrepaired
Defects4J/Math/79,0.043256997,0.875318066,0.743002545,0.040712468,0.083969466,0.007633588,0.44783715,6.374045802,5.381679389,0.539440204,0.422391858,0.030534351,1.824427481,1.773536896,0.050890585,0,0,9.592216927,1.144957823,0.335915798,9.092051276,18.45513392,67.77168124,4.383011799,4.798083539,8.070644002,1.228280832,329.8681669,0.598264269,1.116465761,0.12662354,0.518402061,0.196743036,0.615331685,31.02251954,unrepaired
Defects4J/Math/41,0.135888502,1.026132404,0.759581882,0.045296167,0.18466899,0.036585366,0.37630662,5.369337979,4.43902439,0.487804878,0.419860627,0.022648084,1.020905923,0.975609756,0.045296167,0,0,9.583147279,1.138875649,0.335499084,9.090535083,18.44259087,67.57868199,4.381832777,4.797857662,8.06030655,1.228906741,330.2886888,0.597710919,1.118179766,0.125087923,0.518060457,0.194817249,0.607154504,31.08060074,repaired
